original_row_num,url,crawl_time,crawl_status,error_msg,api,package,language,deprecated_in,removed_in,replaced_by,change_type,reason,source
134,https://wg21.cmeerw.net/cwg/issue2164,2025-11-03 17:08:11,success,,,,,,,,Behavior Change,"Update made to correct and clarify the rules of name hiding as specified in different sections of the language standard (_N4868_.6.4.10, 6.5.3). The previous wording led to inconsistencies and potential confusion in interpretation.",https://wg21.cmeerw.org/issues/2164
135,https://wg21.cmeerw.net/cwg/issue2287,2025-11-03 17:08:12,success,,6.9.4 [basic.compound],,C++,2017-04,,,Behavior Change,The normative wording implied pointer-interconvertibility only for standard-layout unions but needed clarification for non-standard-layout unions.,https://cmeerw.org/issues/2287
136,https://wg21.cmeerw.net/cwg/issue2343,2025-11-03 17:08:12,success,,void* non-type template parameters,,C++,,,"Resolution via C++20, specifically adoption of P1907R1",Behavior Change,The issue relates to inconsistencies in compiler implementations accepting `void*` as non-type template parameters. The resolution involved clarifying standard compliance for pointer types and formally excluding `void*` under C++ rules.,https://wg21.cmeerw.org/issues/2343
30,https://wg21.cmeerw.net/cwg/issue2416,2025-11-03 17:06:48,success,,Explicit specializations,temp.expl.spec (C++ Standard Template Library),C++,,,,Behavior Change,"To clarify the behavior of explicit specializations regarding their inline, constexpr, and consteval properties, and to distinguish these properties from those applicable to the function or variable template.",https://www.cmeerw.org/issues/2416
137,https://wg21.cmeerw.net/cwg/issue2387,2025-11-03 17:08:13,success,,Variable Template - const-qualified linkage,WG21 (C++ Standard Working Group),C++,,,,Behavior Change,The change was introduced to clarify that a const-qualified variable template or its instances should not affect their linkage. A mismatch was identified between the existing implementations and the specification in C++ standards regarding internal vs. external linkage of const-qualified variable templates. This update was made to align the standard with current implementations.,https://cmeerw.org/issues/2387
138,https://wg21.cmeerw.net/cwg/issue2446,2025-11-03 17:08:15,success,,concept-id rules for type-dependency,WG21 CWG Issues,C++,,,,Behavior Change,"The rules for type-dependency in concept-ids did not account properly for the `bool` type, leading to parsing issues when using `typename` in certain contexts.",https://cmeerw.org/issues/2446
139,https://wg21.cmeerw.net/cwg/issue1857,2025-11-03 17:08:16,success,,Bitwise Operation API,Standard Template Library (STL),C++,,,,Behavior Change,"The description of bitwise operations was reformulated to avoid constraints on the bit representation, which are inaccessible to programs. Additionally, the term 'bit' was undefined prior to the change.",https://cmeerw.org/issues/1857
140,https://wg21.cmeerw.net/cwg/issue2170,2025-11-03 17:08:16,success,,odr-use definition for arrays,N/A,C++,N/A,N/A,Resolution of issue 2083,Behavior Change,"The definition of odr-use for arrays was unclear and problematic, causing implementation inconsistencies. It required application of the lvalue-to-rvalue conversion to the entire array object instead of focusing solely on the element being accessed. This behavior was addressed to improve clarity.",https://cmeerw.org/issues/2170
141,https://wg21.cmeerw.net/cwg/issue2289,2025-11-03 17:08:17,success,,,,C++,,,,Behavior Change,Improved clarity and consistent treatment of structured bindings across declarative regions.,https://cmeerw.org/issues/2289
142,https://wg21.cmeerw.net/cwg/issue2346,2025-11-03 17:08:17,success,,Local variables in default arguments,,,,,,Behavior Change,"Prohibition of potentially-evaluated local variables in default arguments to align with the rules governing local classes and their odr-use, restricting this to variables with automatic storage duration.",https://wg21.cmeerw.org/issues/2346
143,https://wg21.cmeerw.net/cwg/issue2390,2025-11-03 17:08:17,success,,__has_cpp_attribute,N/A,C++,,,,Behavior Change,Implementation divergence regarding macro expansion for the attribute name. The change ensures consistent behavior across implementations.,https://www.cmeerw.org/issues/2390
145,https://wg21.cmeerw.net/cwg/issue1859,2025-11-03 17:08:18,success,,char16_t string literals,,C++,,,,Behavior Change,"Clarified encoding requirements for `char16_t` string literals to specify that they must be encoded as UTF-16, aligning with the treatment of `char16_t` character literals. Prior to this clarification, the encoding requirements were ambiguous, especially regarding the handling of surrogate pairs.",https://cmeerw.org/issues/1859
148,https://wg21.cmeerw.net/cwg/issue2347,2025-11-03 17:08:22,success,,Passing short scoped enumerations to ellipsis,,C++,,,,Behavior Change,"Passing short scoped enumerations to ellipsis was deemed conditionally-supported, following similar treatment applied to class types with nontrivial copy semantics. Such values ought to be widened or promoted to match types during argument passing.",https://cmeerw.org/issues/2347
151,https://wg21.cmeerw.net/cwg/issue2207,2025-11-03 17:08:22,success,,operator new and operator new[],C++ Standard Library,C++,,,,Behavior Change,The changes were made to clarify and enforce alignment guarantees for dynamically allocated storage. This ensures compatibility and proper usage with aligned object types.,https://issues.cmeerw.org/issues/2207
149,https://wg21.cmeerw.net/cwg/issue2394,2025-11-03 17:08:22,success,,defaulted default constructor,WG21 CWG Issues,C++,,,,Behavior Change,To address issues with default initialization of const-qualified objects and ensure standards compliance for default constructors.,https://cmeerw.org/issues/2394
147,https://wg21.cmeerw.net/cwg/issue2290,2025-11-03 17:08:21,success,,move constructor or assignment operator,WG21 CWG,C++,,,,Behavior Change,Clarification of overload resolution to exclude deleted special member functions from candidate functions in all contexts,https://cmeerw.org/issues/2290 (WG21 CWG Issue 2290)
150,https://wg21.cmeerw.net/cwg/issue1862,2025-11-03 17:08:22,success,,template friend declaration (13.7.5 paragraph 4),WG21 C++ standard,C++,,,,Behavior Change,"To clarify and better specify how corresponding members are determined when granting friendship across template specializations, particularly ensuring that template parameters are deducible without needing to instantiate the primary template.",https://cplusplus.github.io/LWG/issue1862
152,https://wg21.cmeerw.net/cwg/issue2292,2025-11-03 17:08:23,success,,simple-template-id,,C++,,,,Behavior Change,The grammar term `simple-template-id` was used ambiguously for both `class-name` and `type-name`. Separate grammar terms were required to clarify its usage and apply to alias template specializations.,https://cplusplus.github.io/CWG/issues.html#2292
146,https://wg21.cmeerw.net/cwg/issue2177,2025-11-03 17:08:21,success,,placement operator delete,N/A,C++,N/A,N/A,N/A,Behavior Change,To address inconsistencies in the behavior of placement operator delete when handling copied parameters in new-expression and delete-expression calls.,https://cmeerw.org/issues/2177
153,https://wg21.cmeerw.net/cwg/issue2351,2025-11-03 17:08:27,success,,void{},,C++,,,void(),Behavior Change,"To align the behavior of void{} with void(), ensuring consistency in how these expressions are treated.",https://cmeerw.org/issues/2351
157,https://wg21.cmeerw.net/cwg/issue2293,2025-11-03 17:08:27,success,,simple-template-id used as a class-name,WG21 CWG Issues,C++,,,,Behavior Change,To ensure that a simple-template-id used as a class-name must explicitly provide template arguments for every parameter unless a default template argument is available.,https://cmeerw.org/issues/2293
154,https://wg21.cmeerw.net/cwg/issue2399,2025-11-03 17:08:27,success,,assignment-expression,WG21 CWG - C++ Standard,C++,May 2019,,,Behavior Change,"Ambiguity in the referent of 'expression' in assignment-expression, especially with the addition of initializer-clause as a possible second operand.",https://cwg21.github.io/issues/2399
155,https://wg21.cmeerw.net/cwg/issue1893,2025-11-03 17:08:27,success,,Function-style cast,WG21 CWG Issues,C++,Not applicable,Not applicable,"None, resolved through language specification adjustments",Behavior Change,To resolve ambiguity in type conversion expressions when using braced-init-lists and empty pack expansions.,https://wg21.cmeerw.org/issues/1893
158,https://wg21.cmeerw.net/cwg/issue2352,2025-11-03 17:08:29,success,,,,C++,,,,Behavior Change,Clarification of reference binding rules for similar types and introduction of stricter type compatibility enforcement.,https://wg21.cmeerw.org/issues/2352
156,https://wg21.cmeerw.net/cwg/issue2226,2025-11-03 17:08:27,success,,Conditional Expression Evaluation,,C++,,,,Behavior Change,To address inconsistencies in conditional expression evaluation between lvalues and xvalues.,http://cmeerw.org/issue2226
159,https://wg21.cmeerw.net/cwg/issue2400,2025-11-03 17:08:29,success,,constexpr virtual functions invocation,C++ Standard Library,C++,,,,Behavior Change,To prevent undefined behavior when invoking virtual functions on objects whose lifetime did not begin within the evaluation of a constant expression.,https://wg21.link/cwg2400
160,https://wg21.link/lwg2942,2025-11-03 17:08:31,success,,owner_before,std::weak_ptr,C++,,,,Behavior Change,Resolution for LWG (Library Working Group) issue 2873 incorrectly missed applying the noexcept specifier to weak_ptr::owner_before.,https://cplusplus.github.io/LWG/issue2942
161,https://wg21.link/lwg3031,2025-11-03 17:08:32,success,,stable_sort,Standard Library (STL),C++,,,,Behavior Change,"The original implementation allowed usage of non-const references for predicates, which caused undefined behavior in certain cases. The change ensures compatibility across implementations by standardizing how predicates handle const and non-const references.",https://cplusplus.github.io/LWG/issues/3031
162,https://wg21.link/lwg3145,2025-11-03 17:08:32,success,,file_clock,std::chrono,C++,C++17,,file_clock typedef for an unspecified type,Behavior Change,"ABI break due to P0355 addition, causing incompatibility with existing C++17 implementations that already shipped std::filesystem with their own clock type.",https://cplusplus.github.io/LWG/issue3145
163,https://wg21.link/lwg3245,2025-11-03 17:08:32,success,,%p parse specifier,Standard C++ Library,C++,,,,Behavior Change,The restriction requiring '%I' to precede '%p' was deemed unnecessary and obsolete. Removing the restriction simplifies API migration and aligns with the behavior of POSIX strptime.,https://cplusplus.github.io/LWG/issues/3245
164,https://wg21.link/lwg3325,2025-11-03 17:08:33,success,,transform_view,std::ranges,C++,,,,Behavior Change,"The `transform_view` API did not constrain the return type of the transformation function, which allowed invalid usage resulting in the iterator's `operator*` member function returning `void`.",https://cplusplus.github.io/LWG/lwg-active.html#3325
165,https://wg21.link/lwg1052,2025-11-03 17:08:33,success,,reverse_iterator::operator->,std (C++ Standard Library),C++,,,,Behavior Change,"The existing specification didn't account for proxy iterators with smart pointers, breaking valid code scenarios. The change enhances the recursive behavior of `operator->` to account for both raw and proxy pointers, aligning it with `std::move_iterator`.",https://cplusplus.github.io/LWG/issues/1052
166,https://wg21.link/lwg2943,2025-11-03 17:08:36,success,,basic_filebuf::open,Standard C++ Library,C++,,,,Behavior Change,"The wide version of `basic_filebuf::open` was incorrectly specified, leading to incorrect assumptions about the type of string `s` (as NTBS) and its handling. This caused issues when handling wide paths that might not reliably convert to narrow characters.",https://cplusplus.github.io/LWG/issue2943
169,https://wg21.link/lwg3246,2025-11-03 17:08:38,success,,basic_format_arg,Standard Library,C++,,,,Behavior Change,"The original implementation lacked proper constraints on the Context template parameter, which could lead to ambiguity or misuse. The specification has been updated to include requirements for the Context parameter, ensuring proper formatter specialization and compliance with Formatter requirements.",https://wg21.link/P0645R10
167,https://wg21.link/lwg3034,2025-11-03 17:08:38,success,,P0767R1 (Expunge POD),C++ Standard Library,C++,C++17,C++20,Trivial types (with added standard-layout requirement),Behavior Change,The transition from 'POD' to 'trivial' types led to breaking changes in user-defined classes and library components like `basic_string` and `basic_string_view`. This modification aimed to restrict affected types to be 'standard-layout' alongside 'trivial' for compatibility and correctness.,https://cplusplus.github.io/LWG/issues/3034
170,https://wg21.link/lwg3326,2025-11-03 17:08:38,success,,ranges::enable_view,std::ranges,C++,,,,Behavior Change,"The heuristic used by `enable_view` to determine if a type is a view had several false positives, requiring numerous exceptions to be defined. This led to confusion and counterintuitive behavior for types not designed to be views. The change eliminates the heuristic and makes view determination explicitly opt-in via specialization or inheritance from `view_base`.",https://cplusplus.github.io/LWG/issues/issue3326
168,https://wg21.link/lwg3147,2025-11-03 17:08:38,success,,[[likely]] and [[unlikely]],Standard C++ Library,C++,,,,Behavior Change,"The attribute-tokens `likely` and `unlikely` were added as part of C++20 to improve code readability and performance by allowing developers to use attributes to indicate likely and unlikely code paths. However, these names are widely used as function-like macros in open source software, and forbidding their use as macros would break large amounts of existing code.",https://cplusplus.github.io/LWG/issues/3147
172,https://wg21.link/lwg2944,2025-11-03 17:08:41,success,,std::unique_ptr,Standard Library,C++,,,,Behavior Change,"LWG 2905 accidentally removed the requirement that construction of the deleter doesn’t throw an exception during a wording simplification. This led to an inconsistent behavior where certain `std::unique_ptr` constructors resulted in undefined behavior on exception, while others guaranteed `std::terminate()`.",https://cplusplus.github.io/LWG/issues/2944
171,https://wg21.link/lwg1203,2025-11-03 17:08:40,success,,operator<< and operator>> for rvalue streams,Standard Library,C++,,,,Behavior Change,"Improved convenience and usability in handling rvalue streams, avoiding the need for explicit casting when working with formatted strings and stream operations.",https://cplusplus.github.io/LWG/lwg-active.html#1203
173,https://wg21.link/lwg3035,2025-11-03 17:08:43,success,,std::allocator,Standard Library,C++,,,,Behavior Change,"The constructors of `std::allocator` were updated to be `constexpr` to permit guaranteed static initialization for objects holding a `std::allocator`, aiding in cases where initialization is required before actual usage.",https://cplusplus.github.io/LWG/issues/3035
175,https://wg21.link/lwg3247,2025-11-03 17:08:44,success,,ranges::iter_move,Iterator,C++,,,,Behavior Change,The ADL-only lookup ensures more consistent and appropriate behavior by preventing unintended global namespace resolutions during overload lookup processes.,https://cplusplus.github.io/LWG/issue3247
174,https://wg21.link/lwg3148,2025-11-03 17:08:43,success,,<concepts>,Concepts library,C++,,,,Behavior Change,"The <concepts> header was intended to be freestanding, containing only fundamental concept definitions without components relying on operating system support. This requirement was not previously enforced, and the oversight was addressed to align it with the design intent.",https://cplusplus.github.io/LWG/issues/3148
176,https://wg21.link/lwg3327,2025-11-03 17:08:45,success,,std::format,Standard Library,C++,,,,Behavior Change,Alignment specifiers such as 'left' and 'right' were ambiguous in RTL or bidirectional locales. Changing the terminology to 'start' and 'end' resolves the ambiguity without altering the intent or functionality.,https://cplusplus.github.io/LWG/issues/3327
178,https://wg21.link/lwg2945,2025-11-03 17:08:47,success,,Comparison operators for std::optional,<optional>,C++,,,,Behavior Change,"The order of template parameters in comparison operators did not align with the function parameters, leading to potential confusion and normative mismatch. This was corrected for consistency.","Library Working Group Issue 2945, https://isocpp.org"
177,https://wg21.link/lwg2040,2025-11-03 17:08:45,success,,"is_convertible, is_nothrow_convertible, is_trivially_convertible, is_explicitly_convertible",<type_traits>,C++,N/A,N/A,N/A,API Addition,"Add missing type traits to complement `is_convertible` for noexcept and triviality aspects, addressing limitations related to implicit conversions and exception handling in specific contexts.",https://cplusplus.github.io/LWG/issues/2040
179,https://wg21.link/lwg3037,2025-11-03 17:08:47,success,,pmr::polymorphic_allocator,Standard C++ Library,C++,,,,Behavior Change,"To enable `pmr::forward_list`, `pmr::list`, and `pmr::vector` to support incomplete types, similar to their non-pmr counterparts.",https://cplusplus.github.io/LWG/lwg-active.html#3037
182,https://wg21.link/lwg3328,2025-11-03 17:08:49,success,,std::string,std::filesystem,C++,C++20,,std::u8string,API Deprecation,std::string is not suitable for handling UTF-8 encoded strings. Using std::u8string provides better handling and alignment with path's support for UTF-8 and other encodings.,https://cplusplus.github.io/LWG/issues/3328
180,https://wg21.link/lwg3149,2025-11-03 17:08:49,success,,DefaultConstructible,concepts,C++,C++20,,default_initializable,Behavior Change,The original DefaultConstructible concept was subtly unsuitable for default initialization and inadvertently included pathological types. The change enhances clarity and correctness by aligning the concept with its intended functionality.,https://cplusplus.github.io/LWG/issues/3149
181,https://wg21.link/lwg3248,2025-11-03 17:08:49,success,,std::format,Standard Library,C++,,,,Behavior Change,"Negative numbers were misformatted in certain presentation types (#b, #B, #o, #x, #X). The design was corrected to align with insertion rules for signs and prefixes in the output format.",https://cplusplus.github.io/LWG/lwg-issues.html#3248
183,https://wg21.link/lwg2055,2025-11-03 17:08:52,success,,std::accumulate,<numeric>,C++,,,std::reduce,Performance Optimization,"Using std::move during accumulation improves performance significantly (e.g., linear time complexity for string accumulation compared to quadratic). This change encourages value semantics and provides better efficiency by leveraging move semantics.",https://cplusplus.github.io/LWG/lwg-active.html#2055 (Library Active Issues List)
188,https://wg21.link/lwg3329,2025-11-03 17:08:55,success,,totally_ordered_with,concepts,C++,,,,Behavior Change,"The previous definition redundantly required both `common_reference_with` in two places, leading to unnecessary complexity. The change simplifies the requirements and eliminates redundancy.",https://wg21.link/3329
187,https://wg21.link/lwg3250,2025-11-03 17:08:54,success,,std::format,Standard Library,C++,,,,Behavior Change,Clarification regarding the formatting behavior for NaN and infinity when using the alternate form (#). Ensures consistency for finite floating-point numbers while maintaining the existing formatting for NaN and infinity.,https://cplusplus.github.io/LWG/issues/3250
184,https://wg21.link/lwg2946,2025-11-03 17:08:53,success,,std::basic_string,Standard Library,C++,,,"std::basic_string functionality updated to use constrained function templates where `basic_string_view<charT, traits>` is involved.",Behavior Change,"To address ambiguities in overloaded functions introduced by LWG 2758 and ensure compatibility and safety with types convertible to `basic_string_view<charT, traits>`.",https://cplusplus.github.io/LWG/issues/2946
185,https://wg21.link/lwg3038,2025-11-03 17:08:54,success,,polymorphic_allocator::allocate,std::memory_resource,C++,,,,Behavior Change,An integer overflow vulnerability in `polymorphic_allocator::allocate` allowed attackers to break the API's postcondition for returning a buffer adequate for storing `n` copies of type `T`. The change ensures no overflow and proper exception handling.,https://wg21.link/lwg3038
189,https://wg21.link/lwg2070,2025-11-03 17:08:55,success,,allocate_shared,std::shared_ptr creation utilities,C++,,,allocator_traits<A>::construct,Behavior Change,"Enhance control over object construction, enabling allocator-specific behavior and eliminating limitations of placement new.",https://cplusplus.github.io/LWG/issues/2070
186,https://wg21.link/lwg3150,2025-11-03 17:08:54,success,,UniformRandomBitGenerator,C++ Standard Library,C++,,,,Behavior Change,The axioms for the UniformRandomBitGenerator concept required additional validation of `min` and `max` functions to enforce compile-time requirements and correct behavior.,https://cplusplus.github.io/LWG/issues/3150
190,https://wg21.link/lwg2948,2025-11-03 17:08:59,success,,operator<< (stream output for unique_ptr),standard C++ library (libstdc++),C++,,,,Behavior Change,"Enhancing consistency and usability in the standard C++ library, as `shared_ptr` already defines `operator<<` while `unique_ptr` does not.",https://cplusplus.github.io/LWG/lwg-active.html#2948
191,https://wg21.link/lwg3039,2025-11-03 17:09:01,success,,"thread, packaged_task",std,C++,,,,Behavior Change,Unnecessary decay of functions to function pointers and arrays to object pointers in certain constructors for thread and packaged_task. This change restricts overload resolution under specific conditions to avoid unwanted decay and ensure more accurate behavior.,https://cplusplus.github.io/LWG/issues/3039
193,https://wg21.link/lwg3251,2025-11-03 17:09:01,success,,std::format,Standard C++ Library,C++,,,,Behavior Change,"Ambiguity in the specification related to the application of alignment specifiers on string arguments. The issue clarified that alignment specifiers should apply to all argument types, including strings. Additionally, the formatting behavior for void* and std::nullptr_t was also clarified.",https://wg21.link/lwg3251
194,https://wg21.link/lwg3330,2025-11-03 17:09:01,success,,<compare>,Standard library headers,C++,,,,Behavior Change,"Existing C++ code may break due to reliance on the spaceship operator (<=>), which necessitates transitive inclusion of <compare>. Several standard classes now depend on <compare> for comparison operator definitions.",https://cplusplus.github.io/LWG/lwg-active.html#3330
192,https://wg21.link/lwg3151,2025-11-03 17:09:01,success,,ConvertibleTo,N/A (Standard Library concept),C++,N/A,N/A,N/A,Behavior Change,"The original definition of the `ConvertibleTo` concept rejected conversions from array and function types, which was inconsistent with the behavior of `is_convertible_v`. This incompatibility was not intentional and needed correction to align with expected behavior.",https://cplusplus.github.io/LWG/issues/3151
195,https://wg21.link/lwg2089,2025-11-03 17:09:02,success,,std::allocator::construct,Standard Template Library (STL),C++,,,,Behavior Change,"The API change was made to use uniform initialization (list-initialization syntax) for constructing objects instead of direct-initialization, with the goal of improving consistency and supporting `std::initializer_list` constructors. However, this required SFINAE to handle specific cases and introduced small limitations for aggregate initialization.",https://www.open-std.org/jtc1/sc22/wg21/docs/papers/2019/p0960r3.html
196,https://wg21.link/lwg2950,2025-11-03 17:09:02,success,,std::byte,Standard Library Operations on std::byte,C++,,,,Behavior Change,"Operations for `std::byte` were misspecified, resulting in undefined behavior under certain arithmetic conversion scenarios. The change ensures that `std::byte` operations are well-defined and consistent by enforcing type safety and removing ambiguity.",https://cplusplus.github.io/LWG/lwg2950.html
197,https://wg21.link/lwg3040,2025-11-03 17:09:06,success,,basic_string_view::starts_with,string.view.ops,C++,,,,Behavior Change,"The original effects of `starts_with` were incorrect as the function returned false for sequences that began with an empty sequence, violating expected behavior. The change ensures correctness and consistency in handling edge cases.",https://cplusplus.github.io/LWG/issue3040
198,https://wg21.link/lwg3153,2025-11-03 17:09:07,success,,Common,N/A (Standard Library - part of C++),C++,,,CommonReference,Behavior Change,"The `Common` concept's requirements were unnecessarily restrictive by requiring implicit conversion, which was inconsistent with its stated description and the requirements for `common_type`. Additionally, the `CommonReference` concept supersedes its role in the ranges design. Relaxing this restriction enables broader usage scenarios and aligns the behavior with the original intent.",Library Working Group Issues List - Issue 3153 (https://www.open-std.org/jtc1/sc22/wg21/docs/papers/)
199,https://wg21.link/lwg3252,2025-11-03 17:09:07,success,,std::get_time,Standard Library,C++,,,,Behavior Change,Inconsistency with POSIX `strptime` and locale representation. Ensures `std::get_time` aligns with `strptime` specifications to avoid unexpected behavior.,https://isocpp.org/files/projects/3252
200,https://wg21.link/lwg3331,2025-11-03 17:09:07,success,,totally_ordered/_with,C++ Standard Library (concept.totallyordered),C++,C++17 (implicit after introduction of partially-ordered-with),N/A,partially-ordered-with,Behavior Change,Simplification of definition and alignment with equality_comparable/_with concepts. Enhances consistency and leverages the newly defined partially-ordered-with concept.,https://cplusplus.github.io/LWG/lwg-active.html (Library Active Issues List)
202,https://wg21.link/lwg2951,2025-11-03 17:09:09,success,,std::iterator_traits,C++ Standard Library,C++,,,,Behavior Change,"The change ensures that `iterator_traits` does not cause hard errors for types like void* or function pointers when attempting to deduce iterator traits, as these types do not support pointer arithmetic or act as valid iterators.",https://cplusplus.github.io/LWG/issue2951
201,https://wg21.link/lwg2139,2025-11-03 17:09:08,success,,user-defined type,C++ Standard Library,C++,C++20,,"program-defined type, program-defined specialization",Behavior Change,The term 'user-defined type' was deemed unclear and caused confusion because it was not defined precisely in the standard. The replacement terms 'program-defined type' and 'program-defined specialization' were introduced to better represent the intended meaning.,https://cplusplus.github.io/LWG/issue2139
203,https://wg21.link/lwg3041,2025-11-03 17:09:09,success,,reference_wrapper,Standard Template Library (STL),C++,,,,Behavior Change,"Addressed an issue where unnecessary type decay occurred in reference_wrapper, ensuring that decayed function/array types were not considered equivalent to reference_wrapper.",https://cplusplus.github.io/LWG/issue3041
205,https://wg21.link/lwg3253,2025-11-03 17:09:13,success,,basic_syncbuf::basic_syncbuf,syncstream.syncbuf.overview,C++,,,,Behavior Change,"The default constructor of `basic_syncbuf` was unnecessarily explicit, contradicting the intention of P0935 to remove unnecessary explicit default constructors in the standard library.",https://cplusplus.github.io/LWG/issue3253
207,https://wg21.link/lwg2151,2025-11-03 17:09:14,success,,basic_string<>::swap,standard library (C++),C++,,,,Behavior Change,"The behavior of the `swap` member function for `basic_string<>` was inconsistent with allocator-aware containers defined in 23.2 [container.requirements]. `swap` guarantees constant time execution and no exception throwing, which becomes unreasonable in the presence of unequal non-propagating allocators.",https://wg21.link/lwg2151
204,https://wg21.link/lwg3154,2025-11-03 17:09:13,success,,Common and CommonReference,concept.common and concept.commonreference,C++,,,,Behavior Change,The original semantic requirements did not properly reflect the intended design that conversions to the common type/common reference type are identity-preserving. The assertion of equality-preserving expressions was defective as it implied incorrect assumptions regarding equality.,https://wg21.link/LWG3154
206,https://wg21.link/lwg3332,2025-11-03 17:09:14,success,,[time.format],chrono,C++,,,,Behavior Change,To include missing grammar elements `q` and `Q` in the `chrono-format-spec` provided in paragraph 1 of sub-clause 30.12 [time.format].,https://www.open-std.org/jtc1/sc22/wg21/docs/papers/N4835.pdf
209,https://wg21.link/lwg3042,2025-11-03 17:09:16,success,,is_literal_type_v,type_traits,C++,C++20,,,Behavior Change,P0607R0 proposal forgot to update section D.13 to mark `is_literal_type_v` as inline. The change ensures alignment with the intended design for constexpr APIs.,https://cplusplus.github.io/LWG/issues/issues.html#3042
208,https://wg21.link/lwg2952,2025-11-03 17:09:15,success,,iterator_traits,Standard Template Library (STL),C++,,,,Behavior Change,The inconsistency in handling pointers to volatile vs const types was resolved to improve predictability and ensure consistency with C++ pointer handling. Volatile pointers were considered non-compliant with random-access iterator semantics.,https://www.cppreference.com or relevant active issue list for C++20
210,https://wg21.link/lwg3156,2025-11-03 17:09:16,success,,NoThrowForwardIterator,specialized.algorithms,Cpp,"N4762 (previous resolution, superseded)",,"NoThrowForwardIterator (clarified version, consistent with Cpp17ForwardIterator requirements)",Behavior Change,"Clarification of requirements tied to the 'ForwardIterator' template parameter, ensuring consistency with other parts of the library and avoiding confusion. The changed naming ('NoThrowForwardIterator') emphasizes the requirement for exception-free operations.",https://www.open-std.org/jtc1/sc22/wg21/docs/papers/2020/N4762.pdf
211,https://wg21.link/lwg3254,2025-11-03 17:09:18,success,,operator!=,stop_token,C++,C++20,,"operator==(lhs, rhs)",API Removal,Overload for 'operator!=' was redundant as it can be rewritten using !(x == y) per the rules in [over.match.oper] para 3.4.3.,https://cplusplus.github.io/LWG/issues/3254
213,https://wg21.link/lwg2154,2025-11-03 17:09:20,success,,G::min and G::max,rand,C++,,,,Parameter Change,Clarification of the requirement for compile-time complexity regarding methods `G::min` and `G::max`. Ensures that their behavior aligns with the inclusion of the `constexpr` qualifier.,https://cplusplus.github.io/LWG/lwg-active.html#2154
215,https://wg21.link/lwg3043,2025-11-03 17:09:21,success,,filesystem_error,std::filesystem,C++,,,,Behavior Change,Clarified and corrected postconditions for filesystem_error constructors. The original requirements for postconditions were determined to be incorrect due to the nature of the underlying base class (runtime_error) behavior and implementation requirements. Adjustments were made to ensure the specification aligns with real-world and implementable behavior.,https://cplusplus.github.io/LWG/lwg-issues.html#3043
214,https://wg21.link/lwg2953,2025-11-03 17:09:20,success,,deque::erase,Standard Template Library (STL),C++,,,,Behavior Change,"To address inconsistencies in the requirements table, ensuring no unnecessary calls to copy/move constructors, and clarify that 'move assignment operator' is a subset of 'assignment operator'.",https://wg21.link/LWG2953
212,https://wg21.link/lwg3334,2025-11-03 17:09:20,success,,basic_osyncstream,syncstream,C++,,,,Behavior Change,"The move assignment and destructor behavior of `basic_osyncstream` were unintentionally specified to call `emit()` twice, which could lead to redundant operations and unintended consequences. The change simplifies the specification and eliminates explicit calls to `emit()` during move assignment or destruction.",https://cplusplus.github.io/LWG/issues/3334.html
216,https://wg21.link/lwg3158,2025-11-03 17:09:22,success,,"tuple(allocator_arg_t, const Alloc&)",std::tuple,C++,,,,Behavior Change,"The constructor `tuple(allocator_arg_t, const Alloc&)` was not conditionally explicit for all cases, leading to unexpected behavior when dealing with elements that have explicit default constructors.",https://cplusplus.github.io/LWG/issues/3158
217,https://wg21.link/lwg3255,2025-11-03 17:09:22,success,,std::span,Standard Template Library (STL),C++,,,,Parameter Change,"The constructor templates for `std::span` were too restrictive and did not allow creating a `std::span` from certain types of `std::array`, such as `std::array<const T, X>`. This kept `std::span`'s behavior inconsistent compared to raw C arrays and limited its usefulness in modern code bases where `std::array` usage is common.",https://www.open-std.org/jtc1/sc22/wg21/docs/papers/2021/
218,https://wg21.link/lwg3335,2025-11-03 17:09:24,success,,all_view,<ranges>,C++,C++20,,views::all_t,API Deprecation,"The name 'all_view' was misleading as it did not align with other 'view' types. 'all_view' was merely an alias to the type of 'view::all(arg)', which could vary depending on implementation. The naming 'views::all_t' is more consistent and accurately reflects its purpose.",https://en.cppreference.com/w/cpp/ranges (based on C++ Snapshot details)
219,https://wg21.link/lwg2155,2025-11-03 17:09:26,success,,__bool_true_false_are_defined,support.runtime,C++,C++11,C++20,,API Removal,"__bool_true_false_are_defined was initially introduced as a transition tool during the harmonization of the C++11 standard with C99. Over time, its usefulness faded, and ambiguous interpretations made its inclusion problematic. Hence, the name was removed from the standard.",https://cplusplus.github.io/
222,https://wg21.link/lwg3160,2025-11-03 17:09:28,success,,atomic_ref,C++ Standard Library (Atomics),C++,,,,Behavior Change,"The deleted default constructor for `atomic_ref` caused ambiguities in usage scenarios, specifically for cases where objects with default constructors were expected. To address this, it was determined that the default constructor should be removed, simplifying usage and alleviating pointless ambiguities.",https://cplusplus.github.io/LWG/lwg-issues.html#3160
